""	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"	"V128"	"V129"	"V130"	"V131"	"V132"	"V133"	"V134"	"V135"	"V136"	"V137"	"V138"	"V139"	"V140"	"V141"	"V142"	"V143"	"V144"	"V145"	"V146"	"V147"	"V148"	"V149"	"V150"	"V151"	"V152"	"V153"	"V154"	"V155"	"V156"	"V157"	"V158"	"V159"	"V160"	"V161"	"V162"	"V163"	"V164"	"V165"	"V166"	"V167"	"V168"	"V169"	"V170"	"V171"	"V172"	"V173"	"V174"	"V175"	"V176"	"V177"	"V178"	"V179"	"V180"	"V181"	"V182"	"V183"	"V184"	"V185"	"V186"	"V187"	"V188"	"V189"	"V190"	"V191"	"V192"	"V193"	"V194"	"V195"	"V196"	"V197"	"V198"	"V199"	"V200"	"V201"	"V202"	"V203"	"V204"
"11"	4980.7	4980.15	4869.21	4869.21	4807.61	4800.85	4800.3	4799.75	4697.75	4697.75	4595.2	4440.7	4384.52	4306.72	4251.72	4251.72	4240.17	4128.91	3902.15	3896.65	3895.63	3885.68	3874.3	3819.3	3515.65	3515.1	3393.55	3392.45	3391.9	3391.9	3336.35	3226.35	3225.33	3224.78	3097.23	3096.68	2910.48	2617.28	2388.23	2388.23	2262.49	1999.94	1889.94	1889.39	1888.13	1832.58	1832.58	1832.03	1831.48	1830.38	1829.83	1736.75	1731.25	1027.83	1026.73	1026.18	1026.18	1025.63	907.13	906.03	899.98	788.88	788.88	682.53	681.98	571.98	312.43	311.17	4994.5	4981.8	4869.21	4869.21	4863.71	4863.71	4802.11	4697.75	4589.7	4440.7	4379.02	4373.52	4361.72	4306.72	4306.72	4251.72	4240.72	4185.17	4013.41	3958.41	3896.65	3886.23	3875.48	3819.3	3709.3	3698.3	3590.8	3590.8	3581.4	3516.2	3504.1	3091.18	3085.68	3020.48	2910.48	2910.48	2897.78	2892.28	2399.78	2388.78	2280.73	2275.23	2263.43	2256.99	2251.49	1832.03	1832.03	1819.63	1814.13	1814.13	1808.63	1798.43	1792.93	1792.93	1731.25	1676.25	1663.55	1553.55	1316.15	1310.65	1310.65	1211.15	1199.35	1193.85	1027.83	1020.13	912.63	907.13	4925.15	4870.15	4808.71	4697.75	4595.75	4495.7	4440.7	4385.7	4306.72	4306.72	4251.72	4185.17	4130.17	4128.91	4018.91	3958.41	3958.41	3903.41	3819.3	3819.3	3764.3	3709.3	3596.3	3526.4	3394.1	3336.9	3336.35	3281.35	3226.35	3097.78	3030.68	2965.48	2910.48	2910.48	2837.28	2782.28	2672.28	2617.28	2523.28	2405.28	2286.23	2196.49	2102.49	2000.49	1944.94	1889.94	1833.13	1832.03	1792.93	1737.93	1676.25	1608.55	1553.55	1435.55	1380.55	1325.55	1216.65	1138.85	1083.85	1028.85	918.13	907.13	844.98	789.98	694.88	626.98	571.98	439.48
"12"	4999.45	4998.51	4773.01	4772.46	4771.2	4764.68	4649.18	4649.18	4648.16	4593.16	4592.14	4306.58	4306.03	4182.78	4181.84	4181.84	4170.29	3988.29	3838.19	3711.19	3601.19	3476.43	3442.78	3441.6	3322.34	3322.34	3322.34	3090.16	3074.32	2891.12	2708.57	2694.69	2444.19	2444.19	2341.64	2340.7	2326.82	2311.12	2192.62	2192.62	2121.37	2121.37	2120.19	1898.64	1669.64	1660.24	1659.3	1587.42	1457.48	1456.93	1304.68	1179.92	1167.57	1167.57	1167.57	1166.31	1165.76	1164.66	1164.66	981.56	970.81	773.63	761.83	750.28	739.28	739.28	738.26	738.26	4773.01	4765.7	4764.68	4649.18	4593.16	4470.34	4464.84	4306.58	4306.03	4238.33	4170.84	3988.29	3988.29	3988.29	3988.29	3894.29	3711.19	3601.19	3483.19	3477.69	3477.69	3467.03	3454.33	3443.33	3256.34	3080.76	3075.26	3019.32	2891.12	2695.87	2571.19	2328	2328	2328	2316.62	2316.62	2311.12	2311.12	2299.32	2192.62	2192.62	2187.12	2121.92	1993.19	1660.24	1660.24	1598.8	1588.6	1588.6	1587.42	1469.42	1463.92	1463.92	1458.42	1458.42	1447.53	1434.83	1424.63	1314.63	1305.23	1299.18	1181.18	1168.12	1166.31	1166.31	1165.76	1165.76	971.36	4943.51	4833.51	4778.51	4771.2	4654.68	4649.18	4648.16	4593.16	4593.16	4482.14	4464.84	4464.84	4464.84	4362.84	4307.84	4251.03	4183.33	4170.29	4043.29	3988.29	3894.29	3839.29	3711.19	3711.19	3601.19	3483.19	3477.69	3477.69	3441.6	3323.6	3322.34	3267.34	3256.34	3201.34	3091.34	3075.26	3075.26	3019.32	2901.32	2836.12	2709.12	2576.69	2444.19	2342.19	2341.64	2316.62	2205.32	2187.12	2132.12	2132.12	2121.37	1993.19	1899.19	1771.64	1669.64	1604.3	1469.42	1463.92	1458.42	1447.53	1424.63	1424.63	1314.63	1181.18	1168.12	1165.76	1109.66	982.66
"13"	4724.75	4251.93	3931.73	3917.77	3916.67	3813.73	3813.73	3491.73	3356.68	3355.74	3355.19	3339.74	3334.24	3278.22	3145.17	3144.62	2987.07	2974.72	2851.22	2850.04	2850.04	2850.04	2849.02	2847.84	2847.84	2571.44	2571.44	2570.26	2570.26	2569.24	2569.24	2556.26	2278.6	2255.8	2199.86	2199.86	2088.6	1866.66	1857.26	1857.26	1730.76	1730.76	1729.58	1729.58	1728.48	1624.28	1599.66	1599.66	1599.66	1544.66	1543.64	1487.46	1486.36	1201.02	976.76	976.76	921.76	865.82	855.16	830.36	751.3	750.12	459.84	326.48	326.48	270.46	215.46	160.46	4892.5	4832	4832	4819.3	4713.75	4701.95	4184.23	4172.43	4159.73	3931.73	3919.03	3373.73	3368.23	3362.73	3357.23	3345.79	3340.29	3334.24	3272.72	3042.62	2975.27	2969.22	2851.22	2850.04	2847.84	2571.44	2571.44	2571.44	2571.44	2557.44	2292.56	2279.86	2266.8	2266.8	2255.8	2255.8	2199.86	2199.86	2199.86	2199.86	2088.6	1866.66	1857.26	1857.26	1736.26	1730.76	1729.58	1729.58	1624.28	1612.48	1600.68	1599.66	1486.36	1376.36	1366.96	1044.02	978.02	976.76	921.76	865.82	865.82	856.42	844.16	831.46	830.36	819.36	752.56	751.3	4898	4837.5	4725.3	4724.75	4574.95	4456.95	4456.95	4346.95	4252.95	4196.93	4104.73	3986.73	3986.73	3931.73	3919.03	3814.67	3695.73	3585.73	3491.73	3491.73	3373.73	3373.73	3339.74	3339.74	3279.24	3145.72	3042.62	3042.62	2987.62	2987.07	2851.22	2847.84	2745.84	2635.84	2635.84	2580.84	2501.26	2399.26	2305.26	2200.8	2144.86	2089.86	1994.6	1867.6	1802.26	1802.26	1747.26	1634.48	1544.66	1488.64	1431.36	1376.36	1311.96	1311.96	1256.96	1201.96	1099.02	1044.02	989.02	921.76	866.76	764.36	695.12	695.12	640.12	585.12	585.12	483.12
"14"	4999.45	4993.4	4992.14	4992.14	4865.09	4804.04	4803.49	4791.31	4597.26	4195.01	4193.99	4065.73	4042.13	3913.13	3858.13	3856.87	3800.85	3788.91	3776.21	3775.19	3774.09	3760.45	3760.45	3523.45	3506.15	3488.55	3477.55	3476.37	3475.82	3475.82	3357.82	3351.14	3247.96	3247.41	3247.41	2995.13	2994.11	2983.91	2982.73	2868.93	2731.73	2720.73	2719.47	2718.92	2579.22	2579.22	2579.22	2451.2	2451.2	2451.2	2435.75	2316.49	2213.47	2212.37	2211.27	2210.01	2093.11	1974.56	1835.06	1835.06	1834.12	1685.92	1684.9	1683.8	1683.8	1673.6	1673.6	1673.6	4993.95	4993.95	4981.14	4920.64	4859.59	4797.99	4792.49	4785.81	4785.81	4587.06	4526.56	4526.56	4053.93	4042.13	3918.63	3913.13	3858.13	3789.85	3776.21	3775.19	3761.39	3760.45	3760.45	3650.45	3650.45	3523.45	3523.45	3511.65	3511.65	3506.15	3500.65	3489.65	3489.65	3488.55	3477.55	3357.82	3352.32	3234.71	3225.31	3225.31	2995.13	2983.91	2880.73	2868.93	2868.93	2868.93	2858.73	2731.73	2731.73	2720.73	2720.73	2718.92	2706.22	2441.8	2436.3	2317.75	2316.49	2316.49	2204.51	2093.11	1969.06	1963.56	1836.16	1834.12	1696.12	1685.92	1673.6	1673.6	4926.14	4926.14	4865.64	4865.64	4859.59	4804.59	4691.81	4597.81	4532.06	4532.06	4424.56	4297.56	4195.56	4066.99	3924.13	3913.13	3858.13	3801.87	3775.19	3775.19	3760.45	3650.45	3523.45	3523.45	3523.45	3523.45	3506.15	3500.65	3489.65	3489.65	3488.55	3488.55	3476.37	3476.37	3476.37	3476.37	3476.37	3357.82	3352.32	3249.14	3098.31	3098.31	2996.31	2983.91	2880.73	2858.73	2731.73	2731.73	2719.47	2718.92	2718.92	2579.22	2452.22	2451.2	2435.75	2317.75	2317.75	2214.49	2212.37	2102.51	1975.11	1969.06	1845.56	1845.56	1845.56	1707.12	1696.12	1683.8
"15"	4999.45	4998.9	4998.9	4997.96	4941.7	4940.68	4930.18	4930.18	4914.48	4907.88	4851.62	4795.36	4795.36	4789.86	4788.76	4788.76	4720.94	4719.76	4719.76	4601.21	4505.95	4505.95	4504.77	4504.77	4439.82	4333.47	4207.63	4207.63	4206.61	4205.67	4115.42	4115.42	3918.48	3918.48	3881.06	3773.01	3755.96	3438.26	3085.46	2902.28	2901.1	2899.92	2894.42	2789.2	2788.02	2749.22	2749.22	2413.72	2407.67	2346.62	2243.52	2243.52	2149.52	2021.5	2009.15	1845.53	1839.01	1735.75	1735.2	1734.26	1469.76	1460.36	1459.1	1458.55	1448.6	1282.5	1277	1050.48	4999.45	4941.7	4931.28	4919.98	4914.48	4914.48	4908.98	4796.62	4789.86	4776.96	4776.96	4495.37	4428.02	4324.07	4208.57	4208.57	4208.57	4192.97	4182.77	4182.77	4115.97	4115.97	4115.42	3918.48	3905.78	3893.08	3882.08	3773.56	3773.56	3767.51	3756.51	3750.46	3514.46	3514.46	3503.46	3493.26	3428.86	3307.06	3207.56	3207.56	3196.56	3085.46	2958.46	2894.42	2884.22	2777.82	2767.62	2762.12	2762.12	2750.32	2413.72	2408.22	2407.67	2407.67	2347.17	2346.62	2009.7	2009.15	1998.95	1987.15	1921.15	1921.15	1910.95	1901.55	1840.03	1626.76	1460.36	1449.15	4942.96	4942.96	4931.28	4908.98	4852.88	4796.62	4796.62	4796.62	4776.96	4721.96	4721.96	4601.76	4601.76	4507.21	4440.37	4334.02	4324.07	4214.07	4127.77	4127.77	4115.97	4013.42	3919.42	3918.48	3779.06	3632.46	3514.46	3514.46	3503.46	3438.26	3318.86	3213.06	3086.56	2958.46	2903.46	2790.22	2789.2	2631.22	2576.22	2474.22	2419.22	2408.22	2352.67	2244.62	2243.52	2149.52	2022.52	1932.15	1846.55	1846.55	1737.01	1734.26	1632.26	1571.76	1469.76	1393.6	1283.6	1222	1112	1057	994.38	900.38	790.38	735.38	617.29	515.29	421.29	287.85
"16"	4669.78	4245.78	4224.83	3988.58	3927.53	3921.48	3920.93	3606.38	3535.38	3529.33	3429.28	3428.73	3423.23	3357.09	3351.04	3350.49	3344.44	3343.89	3343.34	3342.79	3286.69	3286.69	3162.64	3161.46	3160.91	3149.36	3149.36	3083.61	2981.61	2980.35	2980.35	2979.8	2973.36	2972.81	2972.26	2971	2970.45	2914.9	2820.35	2820.35	2500.3	2488.28	2472.03	2266.77	2040.77	2034.33	1746.08	1744.98	1633.72	1578.17	1517.12	1516.57	1461.02	1394.47	1393.92	1393.37	1277.32	1140.87	1079.27	1078.72	1072.67	1072.12	1011.07	911.27	850.22	849.67	843.62	788.07	4945	4934	4873.5	4873.5	4864.1	4798.1	4792.6	4670.8	4245.78	4240.28	4230.88	4225.38	4067.83	4067.83	4062.33	4056.83	4044.13	3928.08	3922.03	3600.88	3591.48	3529.88	3429.83	3428.73	3423.23	3358.03	3351.59	3344.99	3281.19	3155.41	3155.41	3149.91	3139.16	3084.16	3084.16	2974.3	2500.85	2489.3	2478.08	2472.58	2167.27	2051.77	2040.77	2040.77	2035.27	1848.63	1689.98	1572.67	1400.52	1395.02	1387.87	1267.12	1261.62	1206.62	1196.42	1080.37	1073.22	1011.62	1005.57	993.77	982.77	977.27	971.77	911.27	911.27	850.77	844.17	576.53	4945	4879	4809.1	4737.6	4682.6	4614.78	4512.78	4457.78	4402.78	4300.78	4245.78	4169.83	4067.83	3989.13	3933.58	3818.93	3763.93	3661.93	3606.93	3536.48	3435.33	3368.23	3358.03	3287.79	3163.19	3084.16	2981.61	2915.45	2820.9	2820.9	2820.35	2820.35	2726.35	2671.35	2561.35	2506.35	2417.03	2323.03	2268.03	2172.77	2167.27	2112.27	2057.27	2040.77	1979.33	1861.33	1746.63	1689.98	1634.98	1578.72	1517.67	1461.57	1406.02	1332.87	1277.87	1206.62	1141.42	1085.87	1017.12	916.77	856.27	788.62	693.52	638.52	582.97	508.83	407.33	407.33
"17"	4982.15	4775.27	4775.27	4475.77	4419.67	4404.77	4404.77	4278.52	4222.58	4162.08	4160.98	4049.88	3988.83	3988.28	3911.53	3816.98	3799.93	3696.91	3498.49	3498.49	3497.94	3436.89	3321.39	3070.39	3070.39	3015.39	3014.84	3014.84	3014.29	3013.74	2998.04	2895.49	2895.49	2894.39	2833.89	2707.39	2697.44	2696.89	2635.84	2635.29	2634.74	2634.19	2567.64	2506.59	2222.54	2119.99	2119.44	2118.42	2117.87	2117.87	2117.87	1969.07	1968.13	1967.11	1741.06	1735.56	1734.54	1734.54	1734.54	1668.4	1574.4	1574.4	1552.65	1491.6	1491.6	1435.58	1415.43	1414.33	4988.2	4988.2	4982.7	4971.15	4776.45	4775.27	4547.27	4541.77	4536.27	4475.77	4410.27	4404.77	4344.27	4279.07	4222.58	4162.08	4160.98	4044.38	3982.78	3917.58	3917.58	3912.08	3912.08	3805.98	3800.48	3799.93	3499.51	3437.44	3321.39	3070.39	3008.24	2998.04	2888.89	2888.89	2888.89	2888.89	2828.39	2707.39	2707.39	2707.39	2697.99	2691.39	2634.74	2634.74	2628.69	2568.19	2562.14	2393.59	2283.59	2223.09	2112.37	2106.87	2106.87	2046.37	1981.17	1970.17	1906.61	1741.61	1735.56	1735.56	1735.56	1724.34	1574.4	1563.4	1553.2	1497.65	1492.15	1426.18	4916.15	4789.15	4665.27	4547.27	4536.27	4481.27	4420.77	4349.77	4289.27	4223.52	4222.58	4167.58	4162.08	4050.98	3989.38	3988.83	3927.78	3912.08	3817.53	3816.98	3816.98	3799.93	3697.93	3602.91	3508.91	3497.94	3442.94	3442.94	3326.89	3266.39	3164.39	3164.39	3070.39	3070.39	3015.39	2896.04	2894.39	2888.89	2888.89	2833.89	2718.39	2718.39	2707.39	2707.39	2636.39	2573.69	2573.69	2507.14	2404.59	2338.59	2283.59	2228.59	2120.54	2051.87	1991.37	1968.13	1912.11	1912.11	1912.11	1851.61	1741.61	1735.56	1735.56	1669.34	1574.4	1574.4	1497.65	1436.6
"18"	4935.05	4825.05	4819	4757.95	4757.95	4585.5	4584.95	4584.4	4523.9	4313.85	4313.85	4313.85	4246.75	4029.25	4028.7	4028.15	4028.15	4028.15	4022.65	3863.7	3863.7	3863.15	3807.6	3543.1	3294.66	3277.22	3149.67	3149.12	3044.12	2832.2	2777.2	2771.7	2760.15	2705.15	2704.6	2704.6	2649.05	2643.55	2642.61	2642.61	2641.67	2640.57	2639.55	2627.53	1989.33	1988.78	1987.76	1987.76	1921.54	1502.54	1501.44	1500.89	1445.89	995.44	975.29	974.27	967.83	951.58	950.56	949.54	846.99	739.49	683.94	677.89	665.79	665.24	522.9	365.35	4990.6	4819.55	4813.5	4690.25	4596.25	4586.05	4578.9	4314.4	4313.85	4247.85	4247.85	4139.25	4029.25	4022.65	3928.65	3864.25	3863.7	3863.7	3700.1	3543.1	3537.6	3361.6	3295.6	3283.66	3278.16	3055.12	3055.12	3049.62	3044.12	3038.62	3029.22	2771.7	2771.7	2771.7	2766.2	2766.2	2760.7	2643.55	2634.05	2628.55	2517.53	2380.33	2176.33	2115.83	2005.83	1994.83	1989.33	1922.56	1921.54	1916.04	1861.04	1861.04	1618.04	1612.54	1502.54	1335.89	1335.89	1324.89	1120.89	1115.39	995.99	995.99	986.04	975.84	968.77	962.33	952.13	739.49	4935.6	4935.05	4880.05	4825.05	4825.05	4758.5	4702.95	4596.25	4586.05	4586.05	4523.9	4468.9	4413.9	4319.9	4313.85	4258.85	4144.75	4029.25	3928.65	3873.65	3863.7	3863.7	3808.15	3705.6	3598.1	3543.1	3543.1	3482.6	3372.6	3306.6	3150.22	3055.12	2935.22	2833.22	2777.2	2771.7	2705.15	2649.6	2517.53	2390.53	2325.33	2270.33	2270.33	2176.33	2121.33	2060.83	2005.83	2005.83	1989.33	1932.76	1861.04	1767.04	1767.04	1673.04	1618.04	1618.04	1502.54	1445.89	1335.89	1222.89	1120.89	1060.39	1005.39	995.44	847.54	744.99	684.49	534.04
"19"	4999.45	4998.35	4997.41	4696.79	4641.79	4641.79	4641.24	4586.24	4586.24	4586.24	4575.24	4575.24	4574.22	4464.22	4452.28	4452.28	4391.78	4390.68	4390.68	4334.66	4218.06	4161.8	4091.9	4091.35	4085.85	4007.59	4002.09	4002.09	3756.59	3645.57	3645.57	3644.39	3589.39	3583.34	3466.58	3309.94	3287.64	3231.38	3225.33	3163.65	3163.1	3014.1	2999.2	2885.65	2885.1	2871.22	2809.54	2694.84	2682.49	2681.94	2681.94	2614.84	2548.54	2547.99	2546.81	2364.13	2308.19	2291.55	2291.55	2291	2291	2140.9	1970.4	1969.85	1809.63	1653.78	1159.38	1098.88	4985.61	4697.81	4586.24	4580.74	4575.24	4453.22	4446.78	4334.66	4329.16	4161.8	4152.4	4146.9	4085.85	4019.85	4019.85	4008.85	4002.09	3996.59	3985.59	3645.57	3589.39	3583.89	3522.84	3398.88	3388.68	3383.18	3377.68	3365.88	3304.44	3298.94	3288.74	3225.88	3219.83	3008.6	2999.2	2993.7	2988.2	2886.2	2872.4	2865.72	2694.84	2694.84	2683.04	2682.49	2621.44	2621.44	2615.94	2549.64	2541.31	2431.31	2425.81	2420.31	2297.99	2292.49	2030.9	1970.4	1959.65	1810.65	1804.13	1798.63	1659.83	1654.33	1643.58	1506.38	1098.88	1093.38	1083.98	1083.98	4930.61	4803.61	4709.61	4641.79	4586.24	4575.24	4519.22	4464.22	4391.78	4335.68	4334.66	4274.16	4274.16	4219.16	4163.06	4091.9	4085.85	4030.85	4030.85	3858.59	3756.59	3701.59	3646.59	3645.57	3589.39	3528.34	3467.84	3466.58	3411.58	3310.88	3232.64	3164.83	3069.1	3014.1	3014.1	2886.2	2810.72	2707.54	2681.94	2626.94	2621.44	2559.84	2431.31	2365.31	2309.13	2291.55	2291	2197	2142	2030.9	1975.9	1969.85	1904.65	1810.65	1671.63	1516.58	1396.38	1341.38	1286.38	1159.38	1159.38	1104.38	1104.38	1104.38	1083.98	1028.98	967.46	967.46
"20"	4999.45	4767.9	4639.15	4633.1	4419.7	4418.44	4417.18	4417.18	4361.24	4360.69	4360.69	4360.69	4288.73	4287.79	4287.24	4114.79	4114.79	4113.69	4113.69	3788.47	3787.92	3732.37	3731.82	3731.27	3730.25	3729.23	3712.18	3711.63	3481.18	3092.24	3092.24	3091.22	2996.67	2990.15	2793.6	2727.05	2720.45	2720.45	2719.35	2577.15	2576.6	2570.55	2515.55	2503.61	2503.61	2503.06	2437.06	2436.51	2435.41	2214.86	2213.76	2207.24	1939.69	1883.59	1878.09	1846.94	1846	1697	1697	1696.45	1695.9	1695.35	1684.35	1534.41	1512.99	1283.34	1217.34	1161.79	4993.95	4823.45	4823.45	4768.45	4652.4	4639.7	4633.65	4623.7	4419.7	4361.24	4360.69	4350.49	4344.99	4281.74	4170.34	4103.49	3723.73	3718.23	3712.73	3706.13	3641.73	3581.23	3481.73	3475.68	3093.18	3093.18	3093.18	3092.24	2991.17	2788.1	2782.6	2727.05	2727.05	2727.05	2721.55	2599.15	2593.65	2588.15	2582.65	2577.15	2571.1	2504.55	2503.61	2492.06	2437.06	2208.26	1878.09	1868.69	1863.19	1857.69	1847.49	1847.49	1791	1684.35	1523.41	1514.01	1514.01	1507.49	1507.49	1497.29	1283.89	1277.84	1217.34	1156.29	1146.09	1079.87	1074.37	1068.32	4883.95	4828.95	4823.45	4768.45	4657.9	4568.7	4474.7	4419.7	4419.7	4362.18	4360.69	4289.99	4179.74	4179.74	4115.34	4048.49	3938.49	3844.49	3844.49	3789.49	3732.92	3718.23	3651.13	3586.73	3487.23	3420.68	3420.68	3302.68	3208.68	3098.68	3098.68	3092.24	2997.22	2996.67	2888.15	2794.15	2793.6	2727.6	2719.35	2609.35	2515.55	2503.61	2437.06	2380.41	2270.41	2215.41	2213.76	2105.24	2105.24	2050.24	1940.24	1884.69	1868.69	1847.49	1847.49	1791	1697	1697	1590.35	1535.35	1442.29	1442.29	1348.29	1293.29	1222.84	1162.34	1162.34	1090.07
"21"	4999.45	4826.45	4826.45	4474.07	4270.07	4248.07	3988.47	3977.81	3849.87	3840.47	3816.55	3697.53	3697.53	3697.53	3697.53	3595.53	3594.59	3472.79	3472.79	3366.61	3354.81	3235.71	3235.71	3140.77	3139.75	3127.57	3126.47	3112.67	3112.67	3112.67	3103.27	3103.27	3102.25	3100.99	3099.89	3099.89	3099.89	3098.71	3097.77	2995.77	2865.07	2863.97	2753.03	2603.65	2603.65	2244.45	2037.15	2037.15	1926.05	1832.05	1830.79	1829.69	1829.69	1828.75	1687.05	1536.35	1421.29	1421.29	1421.29	1407.33	1372.63	1244.05	1232.25	1122.25	1112.85	1089.59	1064.07	1062.81	4826.45	4816.25	4805.25	4364.07	4270.07	4259.07	4253.57	4248.07	4236.27	3997.87	3988.47	3988.47	3979.07	3979.07	3850.81	3840.47	3830.27	3817.57	3697.53	3594.59	3472.79	3472.79	3472.79	3461.79	3354.81	3236.81	3128.75	3113.77	3103.27	3099.89	3099.89	3099.89	2983.07	2863.97	2743.63	2731.83	2603.65	2590.95	2579.15	2566.45	2244.45	2234.25	1817.75	1687.05	1560.05	1549.05	1536.35	1524.55	1421.29	1421.29	1408.59	1407.33	1395.53	1385.33	1385.33	1385.33	1372.63	1363.23	1232.25	1232.25	1232.25	1122.25	1112.85	1112.85	1101.05	1090.85	1076.89	1065.09	5000	4944.45	4826.45	4826.45	4687.25	4593.25	4475.25	4364.07	4270.07	4248.07	4134.27	4007.27	4007.27	4007.27	3979.07	3850.81	3840.47	3817.57	3698.55	3697.53	3595.53	3595.53	3484.59	3472.79	3367.79	3367.79	3354.81	3236.81	3236.81	3235.71	3141.71	3141.71	3099.89	2995.77	2995.77	2865.07	2863.97	2863.97	2863.97	2863.97	2753.97	2604.83	2604.83	2603.65	2603.65	2464.45	2354.45	2244.45	2132.25	2038.25	1927.15	1832.05	1832.05	1829.69	1699.75	1560.05	1536.35	1524.55	1422.55	1408.59	1395.53	1395.53	1245.23	1232.25	1232.25	1122.25	1122.25	1076.89
"22"	5000	4796	4784.78	4783.76	4782.58	4771.58	4770.56	4770.56	4769.46	4769.46	4747.36	4609.36	4505.96	4377.78	4152.88	4152.88	4152.88	4151.7	4151.7	4151.7	4150.68	4149.42	4148.48	4147.22	4010.02	4010.02	4008.76	3777.96	3671.26	3537.76	3537.76	3537.76	3537.76	3536.74	3524.48	3404.28	3391.3	3260.6	3139.38	2778.68	2777.74	2767.54	2766.28	2672.28	2672.28	2650.14	2639.8	2616.06	2616.06	2605.06	2592.24	2473.06	2473.06	2472.04	2449.58	2449.58	2355.58	2252.32	2251.06	2251.06	2131.88	2003.7	1758.7	1757.6	1756.5	1756.5	1756.5	1646.5	4796	4796	4796	4785.8	4783.76	4771.58	4756.76	4756.76	4747.36	4747.36	4609.36	4599.96	4378.96	4365.98	4365.98	4152.88	4150.68	4148.48	4010.02	4010.02	3796.76	3796.76	3787.36	3777.96	3765.26	3765.26	3661.86	3550.46	3537.76	3537.76	3525.74	3525.74	3524.48	3404.28	3392.48	3392.48	3260.6	3250.4	2791.38	2778.68	2767.54	2766.28	2672.28	2661.28	2651.08	2640.74	2628	2628	2617	2605.06	2593.26	2474.24	2462.64	2462.64	2462.64	2450.84	2004.88	1876.7	1876.7	1876.7	1646.5	1633.8	1539.8	1400.32	1400.32	1293.5	1293.5	713.8	4890	4796	4796	4796	4796	4796	4796	4785.8	4785.8	4770.56	4620.36	4609.36	4505.96	4378.96	4378.96	4365.98	4263.98	4263.98	4153.98	4020.22	4010.02	3890.76	3890.76	3796.76	3796.76	3796.76	3671.26	3559.86	3524.48	3414.48	3414.48	3404.28	3404.28	3392.48	3273.3	3273.3	3140.4	3012.38	2918.38	2791.38	2672.28	2672.28	2617	2474.24	2474.24	2462.64	2462.64	2355.58	2355.58	2253.58	2253.58	2133.06	2131.88	2004.88	1876.7	1876.7	1876.7	1758.7	1756.5	1646.5	1539.8	1539.8	1412.8	1305.3	1183.5	1183.5	1081.5	971.5
